PEDIDO,EXISTE_EN_TRACKING,EXISTE_EN_TABLA_LINEAS,FILAS_TABLA_LINEAS,LINEAS,UNIDADES,DUPLICADO,RESULTADO,OBSERVACION
4190139594,SI,NO,0,,,NO,SIN_COBERTURA,
4190139578,SI,SI,1,5,94,NO,OK,
4190139577,SI,NO,0,,,NO,SIN_COBERTURA,
4190139576,SI,SI,1,15,680,NO,OK,
4190139575,SI,SI,1,15,784,NO,OK,
4190139571,SI,NO,0,,,NO,SIN_COBERTURA,
4190139570,SI,NO,0,,,NO,SIN_COBERTURA,
4190139569,SI,NO,0,,,NO,SIN_COBERTURA,
1167052,SI,NO,0,,,NO,SIN_COBERTURA,
4190139566,SI,SI,1,8,281,NO,OK,
4190139561,SI,SI,1,22,239,NO,OK,
4190139558,SI,NO,0,,,NO,SIN_COBERTURA,
4190139557,SI,SI,1,2,400,NO,OK,
4190139565,SI,SI,1,2,200,NO,OK,
4190139555,SI,NO,0,,,NO,SIN_COBERTURA,
4190139544,SI,SI,1,22,661,NO,OK,
4190139543,SI,SI,1,12,763,NO,OK,
4190139532,SI,SI,1,48,723,NO,OK,
4190139463,SI,NO,0,,,NO,SIN_COBERTURA,
4190139459,SI,NO,0,,,NO,SIN_COBERTURA,
4190139458,SI,NO,0,,,NO,SIN_COBERTURA,
4190139454,SI,NO,0,,,NO,SIN_COBERTURA,
4190139452,SI,SI,1,23,767,NO,OK,
4190139440,SI,SI,1,9,108,NO,OK,
4190139436,SI,SI,1,47,753,NO,OK,
4190139428,SI,NO,0,,,NO,SIN_COBERTURA,
4190139427,SI,NO,0,,,NO,SIN_COBERTURA,
4190139425,SI,NO,0,,,NO,SIN_COBERTURA,
4190139422,SI,NO,0,,,NO,SIN_COBERTURA,
4190139411,SI,SI,1,13,292,NO,OK,
4190139402,SI,SI,1,17,376,NO,OK,
1166607,SI,SI,1,45,708,NO,OK,
1166598,SI,NO,0,,,NO,SIN_COBERTURA,
4190139386,SI,NO,0,,,NO,SIN_COBERTURA,
4190139385,SI,SI,1,16,3456,NO,OK,
4190139371,SI,SI,1,16,7165,NO,OK,
1166563,SI,NO,0,,,NO,SIN_COBERTURA,
1166574,SI,SI,1,4,118,NO,OK,
4190139354,SI,SI,1,90,1431,NO,OK,
4190139352,SI,NO,0,,,NO,SIN_COBERTURA,
1166549,SI,SI,1,64,8098,NO,OK,
1166541,SI,NO,0,,,NO,SIN_COBERTURA,
4190139343,SI,NO,0,,,NO,SIN_COBERTURA,
4190139342,SI,NO,0,,,NO,SIN_COBERTURA,
4190139338,SI,SI,1,19,613,NO,OK,
4190139332,SI,NO,0,,,NO,SIN_COBERTURA,
4190139325,SI,SI,1,22,454,NO,OK,
4190139322,SI,SI,1,14,180,NO,OK,
4190139329,SI,NO,0,,,NO,SIN_COBERTURA,
4190139315,SI,SI,1,24,170,NO,OK,
4190139308,SI,NO,0,,,NO,SIN_COBERTURA,
4190139306,SI,NO,0,,,NO,SIN_COBERTURA,
4190139305,SI,SI,1,24,518,NO,OK,
4190139304,SI,SI,1,24,522,NO,OK,
4190139298,SI,NO,0,,,NO,SIN_COBERTURA,
4190139292,SI,NO,0,,,NO,SIN_COBERTURA,
4190139291,SI,SI,1,1,72,NO,OK,
4190139283,SI,NO,0,,,NO,SIN_COBERTURA,
4190139282,SI,SI,1,27,338,NO,OK,
4190139279,SI,NO,0,,,NO,SIN_COBERTURA,
4190139278,SI,NO,0,,,NO,SIN_COBERTURA,
4190139277,SI,SI,1,14,2860,NO,OK,
4190139275,SI,SI,1,82,1016,NO,OK,
4190139271,SI,NO,0,,,NO,SIN_COBERTURA,
4190139270,SI,NO,0,,,NO,SIN_COBERTURA,
4190139264,SI,NO,0,,,NO,SIN_COBERTURA,
4190139263,SI,SI,1,1,300,NO,OK,
4190139262,SI,NO,0,,,NO,SIN_COBERTURA,
4190139261,SI,SI,1,29,712,NO,OK,
4190139260,SI,NO,0,,,NO,SIN_COBERTURA,
4190139259,SI,NO,0,,,NO,SIN_COBERTURA,
4190139257,SI,NO,0,,,NO,SIN_COBERTURA,
4190139253,SI,SI,1,2,1240,NO,OK,
4190139252,SI,SI,1,11,307,NO,OK,
4190139251,SI,NO,0,,,NO,SIN_COBERTURA,
4190139249,SI,SI,1,25,416,NO,OK,
4190139247,SI,NO,0,,,NO,SIN_COBERTURA,
4190139244,SI,NO,0,,,NO,SIN_COBERTURA,
4190139243,SI,SI,1,7,5300,NO,OK,
4190139242,SI,SI,1,87,1227,NO,OK,
4190139241,SI,SI,1,22,8200,NO,OK,
4190139238,SI,NO,0,,,NO,SIN_COBERTURA,
4190139237,SI,SI,1,74,1947,NO,OK,
4190139229,SI,SI,1,12,428,NO,OK,
4190139228,SI,NO,0,,,NO,SIN_COBERTURA,
4190139227,SI,SI,1,33,528,NO,OK,
4190139225,SI,NO,0,,,NO,SIN_COBERTURA,
4190139224,SI,NO,0,,,NO,SIN_COBERTURA,
4190139221,SI,NO,0,,,NO,SIN_COBERTURA,
4190139216,SI,NO,0,,,NO,SIN_COBERTURA,
4190139213,SI,NO,0,,,NO,SIN_COBERTURA,
4190139212,SI,NO,0,,,NO,SIN_COBERTURA,
4190139211,SI,NO,0,,,NO,SIN_COBERTURA,
4190139209,SI,SI,1,11,115,NO,OK,
4190139208,SI,SI,1,45,1477,NO,OK,
4190139188,SI,NO,0,,,NO,SIN_COBERTURA,
4190139187,SI,NO,0,,,NO,SIN_COBERTURA,
4190139182,SI,SI,1,25,361,NO,OK,
4190139181,SI,SI,1,20,235,NO,OK,
1166389,SI,SI,1,1,200,NO,OK,
4190139190,SI,NO,0,,,NO,SIN_COBERTURA,
4190139186,SI,SI,1,7,165,NO,OK,
4190139196,SI,SI,1,10,1387,NO,OK,
4190140031,SI,SI,1,72,1098,NO,OK,
4190140030,SI,NO,0,,,NO,SIN_COBERTURA,
4190140029,SI,NO,0,,,NO,SIN_COBERTURA,
4190140028,SI,NO,0,,,NO,SIN_COBERTURA,
1168140,SI,SI,1,148,6957,NO,OK,
1168139,SI,SI,1,1,225,NO,OK,
1168138,SI,SI,1,13,136,NO,OK,
1168137,SI,SI,1,1,60,NO,OK,
1168136,SI,SI,1,1,1200,NO,OK,
1168131,SI,SI,1,33,382,NO,OK,
1168124,SI,SI,1,57,648,NO,OK,
1168141,SI,SI,1,1,30,NO,OK,
4190140025,SI,SI,1,77,765,NO,OK,
4190140022,SI,SI,1,17,5422,NO,OK,
4190140018,SI,SI,1,29,233,NO,OK,
1168115,SI,SI,1,2,12,NO,OK,
1168105,SI,NO,0,,,NO,SIN_COBERTURA,
1168104,SI,NO,0,,,NO,SIN_COBERTURA,
4190140015,SI,SI,1,6,386,NO,OK,
4190140013,SI,SI,1,23,2416,NO,OK,
4190140012,SI,NO,0,,,NO,SIN_COBERTURA,
1168088,SI,NO,0,,,NO,SIN_COBERTURA,
4190140004,SI,SI,1,2,36,NO,OK,
4190140003,SI,SI,1,82,1420,NO,OK,
4190139996,SI,NO,0,,,NO,SIN_COBERTURA,
4190139990,SI,NO,0,,,NO,SIN_COBERTURA,
4190139979,SI,NO,0,,,NO,SIN_COBERTURA,
1168066,SI,NO,0,,,NO,SIN_COBERTURA,
1168045,SI,SI,1,2,62,NO,OK,
4190139971,SI,NO,0,,,NO,SIN_COBERTURA,
4190139969,SI,NO,0,,,NO,SIN_COBERTURA,
1168025,SI,NO,0,,,NO,SIN_COBERTURA,
1168037,SI,NO,0,,,NO,SIN_COBERTURA,
1168021,SI,SI,1,2,642,NO,OK,
4190139958,SI,NO,0,,,NO,SIN_COBERTURA,
4190139957,SI,NO,0,,,NO,SIN_COBERTURA,
1168018,SI,SI,1,6,8064,NO,OK,
4190139950,SI,SI,1,2,12,NO,OK,
1168010,SI,NO,0,,,NO,SIN_COBERTURA,
4190139952,SI,NO,0,,,NO,SIN_COBERTURA,
4190139942,SI,NO,0,,,NO,SIN_COBERTURA,
4190139916,SI,SI,1,10,1290,NO,OK,
4190139914,SI,SI,1,10,1290,NO,OK,
4190139912,SI,SI,1,10,1290,NO,OK,
4190139910,SI,SI,1,10,2580,NO,OK,
4190139919,SI,SI,1,9,1094,NO,OK,
4190139862,SI,NO,0,,,NO,SIN_COBERTURA,
1167347,SI,NO,0,,,NO,SIN_COBERTURA,
1167341,SI,NO,0,,,NO,SIN_COBERTURA,
4190139849,SI,SI,1,8,2168,NO,OK,
1167313,SI,NO,0,,,NO,SIN_COBERTURA,
4190139815,SI,SI,1,12,210,NO,OK,
4190139812,SI,SI,1,12,312,NO,OK,
4190139802,SI,SI,1,7,280,NO,OK,
4190139799,SI,NO,0,,,NO,SIN_COBERTURA,
1167283,SI,NO,0,,,NO,SIN_COBERTURA,
4190139759,SI,SI,1,7,366,NO,OK,
4190139747,SI,NO,0,,,NO,SIN_COBERTURA,
4190139742,SI,NO,0,,,NO,SIN_COBERTURA,
4190139740,SI,NO,0,,,NO,SIN_COBERTURA,
1167222,SI,SI,1,47,596,NO,OK,
4190139732,SI,NO,0,,,NO,SIN_COBERTURA,
1167201,SI,SI,1,28,17978,NO,OK,
1167198,SI,NO,0,,,NO,SIN_COBERTURA,
4190139722,SI,SI,1,23,2776,NO,OK,
4190139713,SI,SI,1,26,312,NO,OK,
1167196,SI,NO,0,,,NO,SIN_COBERTURA,
4190139708,SI,NO,0,,,NO,SIN_COBERTURA,
1167181,SI,SI,1,2,900,NO,OK,
1167180,SI,SI,1,1,80,NO,OK,
4190139689,SI,SI,1,5,131,NO,OK,
1167159,SI,NO,0,,,NO,SIN_COBERTURA,
1167158,SI,SI,1,5,384,NO,OK,
4190139691,SI,SI,1,2,20,NO,OK,
1167150,SI,NO,0,,,NO,SIN_COBERTURA,
4190139678,SI,NO,0,,,NO,SIN_COBERTURA,
1167140,SI,NO,0,,,NO,SIN_COBERTURA,
4190139665,SI,SI,1,18,319,NO,OK,
4190139663,SI,SI,1,20,228,NO,OK,
4190139662,SI,SI,1,9,64,NO,OK,
4190139659,SI,NO,0,,,NO,SIN_COBERTURA,
4190139641,SI,NO,0,,,NO,SIN_COBERTURA,
4190139639,SI,NO,0,,,NO,SIN_COBERTURA,
1167124,SI,SI,1,2,375,NO,OK,
1167123,SI,NO,0,,,NO,SIN_COBERTURA,
1167121,SI,SI,1,6,108,NO,OK,
4190139636,SI,NO,0,,,NO,SIN_COBERTURA,
4190139628,SI,NO,0,,,NO,SIN_COBERTURA,
1167110,SI,SI,1,1,10,NO,OK,
4190139625,SI,NO,0,,,NO,SIN_COBERTURA,
4190139623,SI,NO,0,,,NO,SIN_COBERTURA,
4190139617,SI,SI,1,4,432,NO,OK,
4190139626,SI,SI,1,2,180,NO,OK,
4190139607,SI,SI,1,43,720,NO,OK,
1167093,SI,SI,1,3,108,NO,OK,
1167085,SI,SI,1,17,9945,NO,OK,
1167083,SI,SI,1,10,319,NO,OK,
4190139610,SI,NO,0,,,NO,SIN_COBERTURA,
4190139596,SI,SI,1,33,2057,NO,OK,
1167069,SI,NO,0,,,NO,SIN_COBERTURA,
4190139591,SI,SI,1,58,994,NO,OK,
1167067,SI,NO,0,,,NO,SIN_COBERTURA,
4190139588,SI,SI,1,32,630,NO,OK,
1167059,SI,NO,0,,,NO,SIN_COBERTURA,
4190139586,SI,SI,1,54,1010,NO,OK,
4190139580,SI,NO,0,,,NO,SIN_COBERTURA,
4190139572,SI,NO,0,,,NO,SIN_COBERTURA,
1167034,SI,SI,1,2,140,NO,OK,
4190139562,SI,NO,0,,,NO,SIN_COBERTURA,
4190139559,SI,NO,0,,,NO,SIN_COBERTURA,
1166993,SI,NO,0,,,NO,SIN_COBERTURA,
4190139553,SI,NO,0,,,NO,SIN_COBERTURA,
4190139538,SI,SI,1,10,6816,NO,OK,
4190139535,SI,SI,1,9,9002,NO,OK,
1166855,SI,NO,0,,,NO,SIN_COBERTURA,
1166843,SI,SI,1,55,816,NO,OK,
4190139509,SI,SI,1,23,702,NO,OK,
4190139504,SI,SI,1,61,3040,NO,OK,
1166697,SI,SI,1,1,12,NO,OK,
4190139497,SI,SI,1,17,476,NO,OK,
4190139478,SI,SI,1,16,1370,NO,OK,
4190139477,SI,SI,1,8,160,NO,OK,
4190139475,SI,SI,1,29,424,NO,OK,
4190139442,SI,SI,1,13,389,NO,OK,
4190139464,SI,NO,0,,,NO,SIN_COBERTURA,
4190139439,SI,SI,1,135,9879,NO,OK,
1166641,SI,NO,0,,,NO,SIN_COBERTURA,
1166624,SI,SI,1,1,10,NO,OK,
4190139409,SI,SI,1,41,898,NO,OK,
1166603,SI,SI,1,42,1276,NO,OK,
4190139384,SI,SI,1,137,4860,NO,OK,
4190139374,SI,SI,1,30,417,NO,OK,
4190139373,SI,SI,1,39,1075,NO,OK,
4190139361,SI,NO,0,,,NO,SIN_COBERTURA,
4190139362,SI,SI,1,33,788,NO,OK,
4190139353,SI,NO,0,,,NO,SIN_COBERTURA,
1166540,SI,SI,1,112,3579,NO,OK,
4190139345,SI,NO,0,,,NO,SIN_COBERTURA,
4190139344,SI,NO,0,,,NO,SIN_COBERTURA,
4190139334,SI,SI,1,35,662,NO,OK,
1166524,SI,SI,1,9,970,NO,OK,
1166517,SI,SI,1,48,1258,NO,OK,
4190139320,SI,NO,0,,,NO,SIN_COBERTURA,
4190139318,SI,SI,1,14,196,NO,OK,
4190139314,SI,SI,1,5,132,NO,OK,
4190139301,SI,SI,1,21,1268,NO,OK,
1166484,SI,SI,1,5,1226,NO,OK,
4190139299,SI,SI,1,1,6000,NO,OK,
1166477,SI,SI,1,22,1448,NO,OK,
1166473,SI,SI,1,3,28,NO,OK,
1166472,SI,NO,0,,,NO,SIN_COBERTURA,
1166471,SI,SI,1,55,6519,NO,OK,
1166470,SI,SI,1,3,30,NO,OK,
4190139284,SI,SI,1,24,7534,NO,OK,
1166468,SI,SI,1,71,1263,NO,OK,
1166462,SI,SI,1,50,1516,NO,OK,
1166459,SI,NO,0,,,NO,SIN_COBERTURA,
1166458,SI,SI,1,77,2206,NO,OK,
1166456,SI,SI,1,15,252,NO,OK,
4190139268,SI,NO,0,,,NO,SIN_COBERTURA,
1166452,SI,NO,0,,,NO,SIN_COBERTURA,
1166445,SI,SI,1,2,100,NO,OK,
1166438,SI,NO,0,,,NO,SIN_COBERTURA,
1166435,SI,NO,0,,,NO,SIN_COBERTURA,
4190139245,SI,NO,0,,,NO,SIN_COBERTURA,
4190139239,SI,NO,0,,,NO,SIN_COBERTURA,
4190139236,SI,SI,1,19,240,NO,OK,
4190139232,SI,NO,0,,,NO,SIN_COBERTURA,
4190139231,SI,NO,0,,,NO,SIN_COBERTURA,
4190139254,SI,NO,0,,,NO,SIN_COBERTURA,
4190139234,SI,NO,0,,,NO,SIN_COBERTURA,
1166423,SI,NO,0,,,NO,SIN_COBERTURA,
4190139218,SI,SI,1,165,9099,NO,OK,
4190139217,SI,NO,0,,,NO,SIN_COBERTURA,
1166421,SI,SI,1,2,23,NO,OK,
1166420,SI,NO,0,,,NO,SIN_COBERTURA,
1166418,SI,SI,1,42,6874,NO,OK,
1166417,SI,SI,1,38,392,NO,OK,
4190139214,SI,NO,0,,,NO,SIN_COBERTURA,
1166416,SI,SI,1,2,300,NO,OK,
1166415,SI,NO,0,,,NO,SIN_COBERTURA,
1166411,SI,SI,1,1,4,NO,OK,
1166409,SI,NO,0,,,NO,SIN_COBERTURA,
4190139204,SI,NO,0,,,NO,SIN_COBERTURA,
4190139215,SI,NO,0,,,NO,SIN_COBERTURA,
4190139200,SI,NO,0,,,NO,SIN_COBERTURA,
4190139199,SI,SI,1,6,160,NO,OK,
4190139198,SI,SI,1,7,654,NO,OK,
4190139194,SI,NO,0,,,NO,SIN_COBERTURA,
4190139193,SI,SI,1,11,266,NO,OK,
4190139192,SI,NO,0,,,NO,SIN_COBERTURA,
4190139189,SI,SI,1,8,261,NO,OK,
1166401,SI,NO,0,,,NO,SIN_COBERTURA,
1166398,SI,SI,1,4,230,NO,OK,
4190139183,SI,NO,0,,,NO,SIN_COBERTURA,
1166392,SI,SI,1,16,14191,NO,OK,
4190139180,SI,NO,0,,,NO,SIN_COBERTURA,
4190139197,SI,NO,0,,,NO,SIN_COBERTURA,
1166397,SI,SI,1,5,58,NO,OK,
1166394,SI,SI,1,3,410,NO,OK,
4190139179,SI,NO,0,,,NO,SIN_COBERTURA,
4190139176,SI,NO,0,,,NO,SIN_COBERTURA,
4190139174,SI,NO,0,,,NO,SIN_COBERTURA,
4190139165,SI,SI,1,18,473,NO,OK,
4190139173,SI,SI,1,5,294,NO,OK,
4190139164,SI,NO,0,,,NO,SIN_COBERTURA,
4190139141,SI,NO,0,,,NO,SIN_COBERTURA,
4190139140,SI,NO,0,,,NO,SIN_COBERTURA,
4190139760,SI,SI,1,30,419,NO,OK,
1168135,SI,SI,1,64,1602,NO,OK,
1168134,SI,NO,0,,,NO,SIN_COBERTURA,
4190140027,SI,NO,0,,,NO,SIN_COBERTURA,
1168130,SI,SI,1,1,1008,NO,OK,
4190140023,SI,NO,0,,,NO,SIN_COBERTURA,
1168125,SI,SI,1,3,1140,NO,OK,
4190140017,SI,SI,1,17,219,NO,OK,
1168120,SI,SI,1,8,140,NO,OK,
1168113,SI,SI,1,3,300,NO,OK,
1168109,SI,SI,1,5,156,NO,OK,
1168106,SI,SI,1,2,90,NO,OK,
1168086,SI,SI,1,1,504,NO,OK,
1168064,SI,SI,1,1,720,NO,OK,
1167574,SI,SI,1,23,6149,NO,OK,
4190139778,SI,NO,0,,,NO,SIN_COBERTURA,
4190139772,SI,SI,1,28,440,NO,OK,
4190139739,SI,SI,1,8,1660,NO,OK,
1167169,SI,SI,1,7,274,NO,OK,
4190139492,SI,NO,0,,,NO,SIN_COBERTURA,
4190139472,SI,NO,0,,,NO,SIN_COBERTURA,
4190139470,SI,NO,0,,,NO,SIN_COBERTURA,
1167926,SI,NO,0,,,NO,SIN_COBERTURA,
1167658,SI,SI,1,117,112913,NO,OK,
1167646,SI,SI,1,39,434,NO,OK,
1167645,SI,SI,1,11,400,NO,OK,
1167627,SI,SI,1,67,10560,NO,OK,
1167614,SI,SI,1,36,21316,NO,OK,
4190139938,SI,NO,0,,,NO,SIN_COBERTURA,
1167581,SI,SI,1,5,3084,NO,OK,
4190139903,SI,NO,0,,,NO,SIN_COBERTURA,
4190139902,SI,SI,1,15,14348,NO,OK,
1167483,SI,SI,1,19,1344,NO,OK,
1167482,SI,SI,1,20,1368,NO,OK,
1167481,SI,SI,1,11,126,NO,OK,
4190139892,SI,SI,1,10,1080,NO,OK,
4190139889,SI,SI,1,7,3380,NO,OK,
4190139888,SI,SI,1,12,11158,NO,OK,
1167478,SI,SI,1,19,1374,NO,OK,
1167479,SI,SI,1,21,1410,NO,OK,
4190139882,SI,SI,1,14,58266,NO,OK,
4190139883,SI,SI,1,12,4038,NO,OK,
4190139881,SI,NO,0,,,NO,SIN_COBERTURA,
4190139878,SI,NO,0,,,NO,SIN_COBERTURA,
1167380,SI,SI,1,1,24,NO,OK,
1167379,SI,SI,1,1,48,NO,OK,
1167373,SI,SI,1,21,966,NO,OK,
4190139868,SI,SI,1,28,755,NO,OK,
1167360,SI,SI,1,19,14468,NO,OK,
4190139858,SI,SI,1,25,415,NO,OK,
1167340,SI,SI,1,21,6665,NO,OK,
1167324,SI,SI,1,75,1372,NO,OK,
1167318,SI,NO,0,,,NO,SIN_COBERTURA,
1167317,SI,NO,0,,,NO,SIN_COBERTURA,
1167311,SI,NO,0,,,NO,SIN_COBERTURA,
4190139804,SI,SI,1,34,1307,NO,OK,
4190139801,SI,SI,1,13,4932,NO,OK,
1167287,SI,SI,1,6,1300,NO,OK,
4190139788,SI,SI,1,7,2172,NO,OK,
4190139745,SI,SI,1,1,300,NO,OK,
4190139682,SI,SI,1,82,1322,NO,OK,
1167106,SI,SI,1,7,150,NO,OK,
1167090,SI,SI,1,10,1476,NO,OK,
4190139574,SI,SI,1,31,343,NO,OK,
1166838,SI,SI,1,15,3334,NO,OK,
1166700,SI,SI,1,29,12756,NO,OK,
4190139496,SI,SI,1,2,120,NO,OK,
1166699,SI,SI,1,20,13160,NO,OK,
1166696,SI,SI,1,55,75718,NO,OK,
1166660,SI,SI,1,104,2772,NO,OK,
1166656,SI,SI,1,29,816,NO,OK,
1166377,SI,SI,1,5,16680,NO,OK,
4190139166,SI,SI,1,9,2966,NO,OK,
1166295,SI,SI,1,6,229,NO,OK,
1166144,SI,SI,1,83,54307,NO,OK,
1166070,SI,SI,1,74,110766,NO,OK,
1166069,SI,SI,1,4,138,NO,OK,
1166060,SI,NO,0,,,NO,SIN_COBERTURA,
4190139156,SI,SI,1,1,1800,NO,OK,
1166057,SI,SI,1,41,87708,NO,OK,
4190139947,SI,NO,0,,,NO,SIN_COBERTURA,
4190139944,SI,SI,1,17,234,NO,OK,
4190139943,SI,SI,1,10,114,NO,OK,
1167628,SI,SI,1,59,8820,NO,OK,
4190139937,SI,NO,0,,,NO,SIN_COBERTURA,
4190139936,SI,NO,0,,,NO,SIN_COBERTURA,
4190139935,SI,NO,0,,,NO,SIN_COBERTURA,
4190139934,SI,NO,0,,,NO,SIN_COBERTURA,
4190139932,SI,SI,1,67,4884,NO,OK,
4190139931,SI,NO,0,,,NO,SIN_COBERTURA,
4190139930,SI,NO,0,,,NO,SIN_COBERTURA,
4190139928,SI,NO,0,,,NO,SIN_COBERTURA,
4190139927,SI,NO,0,,,NO,SIN_COBERTURA,
4190139926,SI,NO,0,,,NO,SIN_COBERTURA,
4190139924,SI,SI,1,6,1578,NO,OK,
4190139923,SI,NO,0,,,NO,SIN_COBERTURA,
1167579,SI,SI,1,8,626,NO,OK,
1167578,SI,NO,0,,,NO,SIN_COBERTURA,
4190139920,SI,SI,1,8,2580,NO,OK,
1167576,SI,SI,1,101,33572,NO,OK,
1167575,SI,SI,1,20,290,NO,OK,
1167573,SI,SI,1,12,448,NO,OK,
1167571,SI,NO,0,,,NO,SIN_COBERTURA,
4190139915,SI,NO,0,,,NO,SIN_COBERTURA,
4190139908,SI,NO,0,,,NO,SIN_COBERTURA,
4190139901,SI,NO,0,,,NO,SIN_COBERTURA,
4190139900,SI,SI,1,123,4522,NO,OK,
4190139899,SI,NO,0,,,NO,SIN_COBERTURA,
1167487,SI,SI,1,29,1015,NO,OK,
4190139898,SI,SI,1,3,160,NO,OK,
4190139897,SI,SI,1,90,3977,NO,OK,
1167486,SI,SI,1,21,616,NO,OK,
4190139896,SI,NO,0,,,NO,SIN_COBERTURA,
1167485,SI,SI,1,1,24,NO,OK,
4190139893,SI,SI,1,90,546,NO,OK,
4190139925,SI,SI,1,14,297,NO,OK,
4190139895,SI,SI,1,11,90,NO,OK,
4190139918,SI,SI,1,21,514,NO,OK,
4190139933,SI,NO,0,,,NO,SIN_COBERTURA,
4190139929,SI,NO,0,,,NO,SIN_COBERTURA,
1167475,SI,SI,1,48,3206,NO,OK,
4190139891,SI,SI,1,10,86,NO,OK,
4190139887,SI,SI,1,22,266,NO,OK,
4190139886,SI,NO,0,,,NO,SIN_COBERTURA,
4190139885,SI,NO,0,,,NO,SIN_COBERTURA,
1167471,SI,NO,0,,,NO,SIN_COBERTURA,
4190139879,SI,SI,1,22,2220,NO,OK,
4190139875,SI,SI,1,70,1132,NO,OK,
1167470,SI,SI,1,11,191,NO,OK,
1167469,SI,NO,0,,,NO,SIN_COBERTURA,
4190139873,SI,SI,1,15,1755,NO,OK,
4190139872,SI,NO,0,,,NO,SIN_COBERTURA,
4190139870,SI,SI,1,8,292,NO,OK,
4190139867,SI,SI,1,8,4590,NO,OK,
4190139866,SI,NO,0,,,NO,SIN_COBERTURA,
4190139864,SI,SI,1,28,1316,NO,OK,
1167359,SI,NO,0,,,NO,SIN_COBERTURA,
1167351,SI,NO,0,,,NO,SIN_COBERTURA,
1167365,SI,SI,1,234,10690,NO,OK,
4190139859,SI,NO,0,,,NO,SIN_COBERTURA,
4190139857,SI,NO,0,,,NO,SIN_COBERTURA,
4190139856,SI,SI,1,23,822,NO,OK,
4190139853,SI,NO,0,,,NO,SIN_COBERTURA,
4190139851,SI,NO,0,,,NO,SIN_COBERTURA,
1167337,SI,NO,0,,,NO,SIN_COBERTURA,
4190139845,SI,SI,1,2,1530,NO,OK,
1167316,SI,SI,1,17,264,NO,OK,
1167315,SI,NO,0,,,NO,SIN_COBERTURA,
1167314,SI,SI,1,10,5434,NO,OK,
1167309,SI,NO,0,,,NO,SIN_COBERTURA,
4190139833,SI,SI,1,28,258,NO,OK,
1167304,SI,SI,1,11,1246,NO,OK,
1167303,SI,SI,1,77,2520,NO,OK,
4190139832,SI,SI,1,105,1858,NO,OK,
4190139827,SI,SI,1,6,380,NO,OK,
4190139825,SI,SI,1,253,5535,NO,OK,
4190139823,SI,SI,1,7,195,NO,OK,
4190139820,SI,SI,1,6,152,NO,OK,
4190139819,SI,SI,1,9,212,NO,OK,
4190139818,SI,SI,1,7,282,NO,OK,
4190139811,SI,SI,1,11,329,NO,OK,
4190139805,SI,SI,1,10,345,NO,OK,
4190139803,SI,NO,0,,,NO,SIN_COBERTURA,
1167295,SI,SI,1,10,1617,NO,OK,
1167294,SI,SI,1,12,8536,NO,OK,
4190139798,SI,SI,1,13,366,NO,OK,
4190139796,SI,SI,1,9,4165,NO,OK,
4190139792,SI,SI,1,8,448,NO,OK,
1167285,SI,SI,1,16,592,NO,OK,
4190139786,SI,SI,1,6,190,NO,OK,
4190139817,SI,SI,1,8,228,NO,OK,
4190139795,SI,SI,1,25,668,NO,OK,
4190139787,SI,NO,0,,,NO,SIN_COBERTURA,
4190139775,SI,SI,1,13,416,NO,OK,
4190139771,SI,SI,1,26,427,NO,OK,
1167260,SI,NO,0,,,NO,SIN_COBERTURA,
1167256,SI,NO,0,,,NO,SIN_COBERTURA,
1167250,SI,SI,1,17,744,NO,OK,
4190139751,SI,NO,0,,,NO,SIN_COBERTURA,
4190139750,SI,SI,1,12,385,NO,OK,
1167243,SI,NO,0,,,NO,SIN_COBERTURA,
1167242,SI,SI,1,4,68,NO,OK,
4190139738,SI,SI,1,29,3344,NO,OK,
4190139737,SI,SI,1,16,2574,NO,OK,
4190139736,SI,SI,1,7,454,NO,OK,
1167223,SI,SI,1,63,1390,NO,OK,
4190139730,SI,NO,0,,,NO,SIN_COBERTURA,
4190139727,SI,NO,0,,,NO,SIN_COBERTURA,
1167171,SI,NO,0,,,NO,SIN_COBERTURA,
4190139676,SI,NO,0,,,NO,SIN_COBERTURA,
4190139673,SI,NO,0,,,NO,SIN_COBERTURA,
4190139661,SI,SI,1,2,30,NO,OK,
4190139654,SI,NO,0,,,NO,SIN_COBERTURA,
1167101,SI,NO,0,,,NO,SIN_COBERTURA,
4190139616,SI,NO,0,,,NO,SIN_COBERTURA,
4190139615,SI,NO,0,,,NO,SIN_COBERTURA,
4190139609,SI,SI,1,61,1576,NO,OK,
1167033,SI,SI,1,25,1010,NO,OK,
1166844,SI,SI,1,60,18560,NO,OK,
4190139518,SI,SI,1,8,110,NO,OK,
1166789,SI,SI,1,15,21680,NO,OK,
1166790,SI,SI,1,6,4928,NO,OK,
4190139511,SI,SI,1,14,730,NO,OK,
1166686,SI,SI,1,23,6820,NO,OK,
1166684,SI,SI,1,21,270,NO,OK,
4190139493,SI,SI,1,13,396,NO,OK,
1166705,SI,SI,1,2,110,NO,OK,
4190139483,SI,SI,1,56,3856,NO,OK,
4190139465,SI,NO,0,,,NO,SIN_COBERTURA,
4190139460,SI,NO,0,,,NO,SIN_COBERTURA,
1166655,SI,SI,1,66,1479,NO,OK,
4190139432,SI,SI,1,51,1363,NO,OK,
1166626,SI,SI,1,13,622,NO,OK,
4190139414,SI,SI,1,3,84,NO,OK,
4190139413,SI,SI,1,7,77,NO,OK,
4190139403,SI,SI,1,8,180,NO,OK,
